Event_ID,Event_start,Reaction_start,Impact,Event_end,Event_type,Crash_severity,Incident_type,Conflict_type,Narrative
30881804,0,2000,3700,8900,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
31281068,0,500,3500,4800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
9886406,0,,1600,3400,Crash,II - Police-reportable Crash,"Rear-end, struck",Conflict with a following vehicle,
151573869,0,4200,4800,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151337540,0,700,1700,3500,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
10528253,0,2100,2800,4000,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
14869515,0,3000,5800,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
33575102,0,500,1800,4300,Near-Crash,Not a Crash,Straight crossing path,Other,
151569247,0,800,5000,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61114307,0,,4300,6000,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151865052,0,100,9100,9800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151866541,0,1600,4200,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151854730,0,,11000,12100,Crash,III  - Minor Crash,"Backing, fixed object",Conflict with obstacle/object in roadway,
67465642,0,2900,4700,7200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878909,0,500,1100,1700,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
142005167,0,1100,2400,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29858035,0,700,1100,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
143097018,0,2000,2900,4900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
30883594,0,2000,5100,5900,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
143062554,0,1500,4400,5500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151337471,0,2100,2200,3100,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151084839,0,300,1700,2800,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
143062678,0,2100,4200,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
15363631,0,2100,4500,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
135126554,0,800,2400,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151337685,0,400,3100,5400,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
150883779,0,800,1500,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151337789,0,1100,1900,3000,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151568777,0,200,600,1800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151600579,0,800,2300,3600,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
29878391,0,,2600,4400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568981,0,300,1400,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
145435329,0,4100,4700,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151593432,0,500,2000,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151864840,0,,1700,2600,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151352191,0,500,4600,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
24117847,0,200,2100,4300,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
31297553,0,300,3100,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151578941,0,500,800,1700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
31297568,0,2100,2600,3700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
33574933,0,600,1700,3000,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151865038,0,500,4900,7100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878893,0,700,1400,1900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
10858439,0,800,5900,7300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
10528252,0,2500,3300,4800,Crash,II - Police-reportable Crash,"Rear-end, striking",Conflict with a lead vehicle,
35258180,0,400,2300,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61111556,0,,3000,5100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61033660,0,,1600,3600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151592152,0,2100,3900,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856782,0,,300,5600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
33994006,0,1600,4000,6400,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151569026,0,,6500,8000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151581532,0,700,1600,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151549190,0,1900,1500,6200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
33574936,0,,3600,4500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
136174965,0,2600,4100,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29859133,0,1000,1600,3300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
142005170,0,3500,6800,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151549042,0,1900,8700,9100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859403,0,1500,2800,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151084857,0,3200,3900,5800,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151864820,0,,800,7200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,"A vehicle experienced a tire strike, which led to a single-vehicle conflict where the vehicle departed from the road, either to the left or right. This incident occurred during daylight hours in a business or industrial area with moderate traffic flow (some restrictions but generally smooth flow). The weather conditions were favorable with no adverse conditions, and the road surface was dry. This combination of factors resulted in the vehicle losing control and leaving the road."
136301761,0,600,3800,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
31297600,0,0,500,6200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
29859135,0,,3400,4700,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151856524,0,200,1700,2400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61033663,0,,2800,4400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
158216121,0,,1300,2200,Crash,III  - Minor Crash,Other,Conflict with parked vehicle,
151878840,0,100,1600,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151607143,0,3000,4300,4500,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151589511,0,900,1600,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
30883562,0,800,3800,4200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
96898043,0,2200,3400,8100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29859087,0,1800,2700,3100,Near-Crash,Not a Crash,Straight crossing path,Other,
31567662,0,500,1400,4100,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
29858017,0,200,1400,6000,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
29877164,0,400,2200,8500,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151859913,0,1800,4000,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
22595891,0,2800,4900,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151550795,0,2500,4300,5200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
14869519,0,1900,6600,8600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61114319,0,,3500,5200,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151864819,0,4600,6100,7400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568922,0,,4400,5900,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
20714952,0,600,2200,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
29878394,0,3800,5500,6200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151582987,0,100,1600,3600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
24517596,0,1800,1800,3900,Crash,II - Police-reportable Crash,Road departure (left or right),Single vehicle conflict,
138327870,0,2200,3300,3500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),"A near-crash occurred during daylight hours on a wet road in a business/industrial area. The traffic was flowing with some restrictions. A vehicle was turning into the path of another vehicle traveling in the same direction, causing a conflict. Fortunately, no actual collision occurred, but the situation was close enough to be classified as a near-crash. The weather conditions were not adverse, but the wet surface may have contributed to the hazardous situation. The incident highlights the importance of careful maneuvering and attention to other vehicles when changing lanes or turning."
151599176,0,3500,4800,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29730854,0,700,2300,4800,Crash,I - Most Severe,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
143083786,0,1700,3600,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128888437,0,2700,3100,4800,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
33994007,0,2400,4100,6000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151352355,0,600,2000,2300,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151610517,0,300,2000,3000,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
33574927,0,800,1700,3100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
135130154,0,2500,4300,5500,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
135427514,0,1000,2000,4200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
96898052,0,,2200,3200,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151584411,0,1700,2800,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
61111548,0,300,1500,3200,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151097936,0,3700,4800,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
24518815,0,,4400,5800,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
60632616,0,,5200,6000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
142050912,0,700,4600,5600,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151589145,0,1800,2900,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
24117818,0,300,1500,4000,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
151587477,0,4200,5600,6100,Near-Crash,Not a Crash,Other,Conflict with parked vehicle,
29714711,0,5300,7200,8200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151587473,0,1900,3000,3500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
36812422,0,800,1100,2200,Crash,III  - Minor Crash,Other,Conflict with parked vehicle,
33575088,0,4400,4200,5300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
33575044,0,2200,2300,4800,Crash,II - Police-reportable Crash,Backing into traffic,Conflict with parked vehicle,
61426945,0,,2300,3300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
33575043,0,600,3300,7200,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
36304075,0,900,1900,6500,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
142050963,0,1100,3300,4800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
132884347,0,1800,2800,5900,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
135427626,0,,4200,5700,Crash,IV - Low-risk Tire Strike,Other,Single vehicle conflict,
138630001,0,1900,4500,5800,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
133190070,0,300,2100,5700,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
142050965,0,1900,2500,4500,Near-Crash,Not a Crash,Backing into traffic,Other,
135947091,0,400,1300,2800,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151545526,0,900,1500,2300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
60631629,0,1800,2400,7600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
132520931,0,2200,5700,6700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151610558,0,1100,3300,4500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
33994009,0,1400,4500,6700,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151859412,0,1100,2500,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151864917,0,1000,2000,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
17750276,0,1300,1700,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,"A near-crash occurred in an urban area during daylight hours with no adverse weather conditions and on a dry road surface. The traffic was heavy and unstable, with temporary restrictions that significantly slowed down drivers. In this situation, a vehicle almost collided with the car in front of it, narrowly avoiding a rear-end crash. The incident was a close call where the following vehicle nearly struck the lead vehicle from behind but managed to avoid a collision."
151352296,0,600,1800,1900,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
64574234,0,1100,1700,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61427038,0,3100,4400,5800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
14869520,0,2600,4100,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61033671,0,3300,3800,5300,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151854594,0,600,1100,2200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151570701,0,,3900,5400,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
29877322,0,,3300,5000,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
135967716,0,700,1800,3300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151600568,0,900,3500,3500,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151864852,0,300,1200,2600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151552422,0,1200,2100,3100,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151569020,0,1800,2300,3500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
15396946,0,2000,4600,5000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856684,0,6300,7300,7400,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
29877179,0,3600,4500,6100,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (same direction),
151587521,0,600,2700,4000,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
150717076,0,1200,2800,5500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151864884,0,800,1700,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864864,0,900,3300,3900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
33575087,0,,2200,3600,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
150883908,0,400,1700,3000,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
29714777,0,,5000,5500,Crash,III  - Minor Crash,Road departure (end),Single vehicle conflict,
150883957,0,,1600,2700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151856746,0,,2700,6300,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568779,0,1600,3200,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29877166,0,,2900,4800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151598538,0,1000,1500,1700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
15363642,0,1200,3300,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
14869521,0,1700,2200,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
15363634,0,1900,3600,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151587471,0,1400,2800,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
20714956,0,2700,3300,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856554,0,1400,2900,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151582996,0,1600,2400,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859916,0,3800,5200,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569134,0,2200,3100,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151856620,0,2600,4700,6100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
31297573,0,200,200,5300,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151856662,0,900,2700,3500,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
132541137,0,100,300,4200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
132620445,0,0,500,1200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
132699377,0,400,500,1000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
132699457,0,1200,1600,2300,Near-Crash,Not a Crash,"Rear-end, struck",Conflict with a following vehicle,
132699496,0,500,900,1700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864945,0,2000,3400,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61109405,0,4300,4300,7900,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
60632631,0,,2500,4500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151568510,0,2000,2400,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151582643,0,100,300,900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
60632614,0,,5300,6700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
143062593,0,1000,2800,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
135448423,0,1500,3400,3500,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
116168885,0,2000,4000,6300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
138077516,0,3000,5000,6500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151568423,0,900,1400,2300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
128903609,0,3600,3500,5300,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151609337,0,5200,6200,7300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
30881478,0,2700,3100,5600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859823,0,3800,5700,6200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151610510,0,3400,4300,4500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151573576,0,1200,1900,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
30881806,0,900,2000,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151878915,0,100,1600,2200,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151569249,0,1000,2500,6200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151553826,0,1500,3300,3900,Near-Crash,Not a Crash,Other,Single vehicle conflict,
135917665,0,1300,2700,3500,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
29712185,0,100,700,4600,Crash,II - Police-reportable Crash,Animal-related,Conflict with animal,"A vehicle crashed in the open countryside at night when it was dark and there were no streetlights. The road was dry and there were no adverse weather conditions. The traffic was light, with no other vehicles leading or causing congestion, allowing for free flow. The crash occurred because the vehicle collided with an animal."
151570710,0,2100,4900,7000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568445,0,400,1200,3200,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151105826,0,200,1100,1600,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
60631642,0,,3200,4700,Crash,III  - Minor Crash,"Rear-end, struck",Conflict with a following vehicle,
150883907,0,100,3300,4100,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,
29877161,0,900,3000,4700,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151859883,0,200,2000,2800,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151547048,0,4100,6300,8900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
60632609,0,,3000,6100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
143083741,0,100,2100,3100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
29859076,0,900,2000,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with parked vehicle,
136450128,0,3400,5800,6900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151565571,0,600,600,3200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
138077580,0,2300,3400,4200,Near-Crash,Not a Crash,Opposite direction (head-on or sideswipe),Conflict with oncoming traffic,
134033024,0,600,1600,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29880073,0,2500,2900,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151591690,0,1100,2300,2700,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
24522840,0,,4600,5300,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
135126580,0,2400,5100,5800,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
24517881,0,1000,3300,8100,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
29859112,0,2100,3000,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
31281082,0,4700,4600,6500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151574092,0,600,1500,3800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
61386977,0,500,1800,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
35257236,0,3400,3900,6500,Crash,II - Police-reportable Crash,Turn into path (same direction),Conflict with vehicle turning across another vehicle path (same direction),
151603396,0,4900,5700,6500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151572351,0,600,1400,2200,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
150883028,0,4700,5200,5900,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
17755211,0,3100,3800,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
142506285,0,1100,1500,3500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151569099,0,2000,4500,5500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151570808,0,1000,2900,3400,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151582026,0,1900,6100,6900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
44269461,0,500,1700,2100,Near-Crash,Not a Crash,Opposite direction (head-on or sideswipe),Conflict with oncoming traffic,
10681363,0,2700,6100,7200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
44269462,0,500,1500,2800,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
134032759,0,400,3000,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151580965,0,1300,1700,2700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
17753202,0,1100,3000,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151865027,0,1600,2700,3700,Near-Crash,Not a Crash,Road departure (left or right),Single vehicle conflict,
151552166,0,1000,1700,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
30883583,0,600,1500,2400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
30883102,0,,2700,4100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151598313,0,400,2000,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859495,0,300,1600,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151862657,0,300,1700,4400,Crash,III  - Minor Crash,Animal-related,Conflict with animal,
138361420,0,3100,4800,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
