CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
2404172,10,74,1-10-2024-074-01,1,1,1,8,28.7027141180818,4,9
2404172,10,74,1-10-2024-074-01,1,1,3,2,28.7027141180818,4,9
2400423,77,15,1-77-2024-015-06,6,1,1,4,589.423606928976,9,9
2402660,10,38,1-10-2024-038-06,6,1,1,2,442.929995109051,4,9
2402660,10,38,1-10-2024-038-06,6,1,2,6,442.929995109051,4,9
2401483,77,52,1-77-2024-052-03,3,2,1,98,88.2007524015232,9,9
2400279,77,9,1-77-2024-009-08,8,1,2,9,102.349519441103,9,9
2400279,77,9,1-77-2024-009-08,8,1,3,8,102.349519441103,9,9
2400156,77,6,1-77-2024-006-06,6,1,1,2,1192.83431401126,9,9
2405445,24,149,1-24-2024-149-02,2,1,1,6,24.2721053029394,1,9
2405445,24,149,1-24-2024-149-02,2,1,2,98,24.2721053029394,1,9
2405777,48,185,1-48-2024-185-05,5,1,1,6,80.9035530796695,12,9
2405013,81,126,1-81-2024-126-02,2,1,1,2,20.6727672091787,8,9
2405013,81,126,1-81-2024-126-02,2,1,2,2,20.6727672091787,8,9
2405013,81,126,1-81-2024-126-02,2,1,3,3,20.6727672091787,8,9
2404508,21,101,1-21-2024-101-02,2,1,3,98,9.63819602034845,11,9
2405962,32,157,1-32-2024-157-02,2,1,1,2,20.8819245275317,7,9
2405962,32,157,1-32-2024-157-02,2,1,2,2,20.8819245275317,7,9
2405321,11,157,1-11-2024-157-02,2,1,1,4,30.7614595081659,8,9
2406263,66,123,1-66-2024-123-01,1,1,1,2,121.69637656743,6,9
2403635,15,142,1-15-2024-142-05,5,1,2,6,13.6400789963135,1,9
2403635,15,142,1-15-2024-142-05,5,1,1,2,13.6400789963135,1,9
2400956,73,30,1-73-2024-030-04,4,1,1,6,46.5556133289521,3,9
2404508,21,101,1-21-2024-101-02,2,1,1,2,9.63819602034845,11,9
2404508,21,101,1-21-2024-101-02,2,1,2,6,9.63819602034845,11,9
2405773,57,181,1-57-2024-181-05,5,1,3,2,9.69650235592079,1,9
2405773,57,181,1-57-2024-181-05,5,1,2,2,9.69650235592079,1,9
2403036,81,68,1-81-2024-068-05,5,2,1,4,46.9373959605953,8,9
2403595,24,100,1-24-2024-100-02,2,1,1,8,24.2721053029394,1,9
2403695,17,116,1-17-2024-116-02,2,1,1,8,95.1292066667208,4,9
2406263,66,123,1-66-2024-123-01,1,1,2,6,121.69637656743,6,9
2405000,15,193,1-15-2024-193-03,3,1,2,8,20.2297477833914,1,9
2405000,15,193,1-15-2024-193-03,3,1,3,3,20.2297477833914,1,9
2406122,81,161,1-81-2024-161-01,1,2,1,98,242.308395607162,8,9
2405512,62,164,1-62-2024-164-05,5,1,2,6,108.299387000098,7,9
2405512,62,164,1-62-2024-164-05,5,1,1,2,108.299387000098,7,9
2405773,57,181,1-57-2024-181-05,5,1,1,2,9.69650235592079,1,9
2400076,59,2,1-59-2024-002-02,2,1,3,2,48.7900687173874,6,9
2400076,59,2,1-59-2024-002-02,2,1,4,6,48.7900687173874,6,9
2406101,21,149,1-21-2024-149-02,2,1,1,4,9.63819602034845,11,9
2406101,21,149,1-21-2024-149-02,2,1,2,8,9.63819602034845,11,9
2405623,81,142,1-81-2024-142-02,2,1,1,8,19.0849903848337,8,9
2405000,15,193,1-15-2024-193-03,3,1,1,2,20.2297477833914,1,9
2400348,16,9,1-16-2024-009-01,1,1,5,6,15.8174891263142,5,9
2404269,30,149,1-30-2024-149-05,5,1,3,2,25.0922001614674,10,9
2404269,30,149,1-30-2024-149-05,5,1,2,9,25.0922001614674,10,9
2404269,30,149,1-30-2024-149-05,5,1,1,8,25.0922001614674,10,9
2404275,81,105,1-81-2024-105-05,5,1,1,6,127.116650862835,8,9
2400076,59,2,1-59-2024-002-02,2,1,2,2,48.7900687173874,6,9
2403753,21,78,1-21-2024-078-01,1,1,4,6,60.528048009658,11,9
2400475,18,17,1-18-2024-017-09,9,1,2,6,225.042342558066,6,9
2401357,18,51,1-18-2024-051-08,8,1,1,8,56.5663772378367,6,9
2405404,18,131,1-18-2024-131-05,5,1,1,6,50.9427492020977,6,9
2402808,18,84,1-18-2024-084-03,3,1,1,8,90.7251439638903,6,9
2405043,18,127,1-18-2024-127-03,3,2,1,2,103.062257832232,6,9
2405864,18,146,1-18-2024-146-08,8,1,1,8,56.5663772378367,6,9
2404917,18,125,1-18-2024-125-08,8,1,2,9,93.5595844976773,6,9
2404917,18,125,1-18-2024-125-08,8,1,1,7,93.5595844976773,6,9
2404917,18,125,1-18-2024-125-08,8,1,3,2,93.5595844976773,6,9
2404917,18,125,1-18-2024-125-08,8,1,4,3,93.5595844976773,6,9
2404541,18,120,1-18-2024-120-03,3,1,1,8,41.6316878913468,6,9
2400165,18,6,1-18-2024-006-03,3,1,1,6,49.1587237763253,6,9
2401107,18,40,1-18-2024-040-05,5,1,1,8,50.9427492020977,6,9
2404874,18,123,1-18-2024-123-09,9,1,2,6,876.205400326151,6,9
2404874,18,123,1-18-2024-123-09,9,1,1,2,876.205400326151,6,9
2405538,18,134,1-18-2024-134-08,8,1,1,8,114.15342035176,6,9
2404301,18,115,1-18-2024-115-03,3,1,1,6,34.6070615401308,6,9
2400562,18,20,1-18-2024-020-06,6,1,1,2,173.45428776267,6,9
2400562,18,20,1-18-2024-020-06,6,1,2,6,173.45428776267,6,9
2405540,18,136,1-18-2024-136-08,8,1,2,6,114.15342035176,6,9
2405540,18,136,1-18-2024-136-08,8,1,1,2,114.15342035176,6,9
2402446,18,78,1-18-2024-078-04,4,2,1,2,218.545222279394,6,9
2400762,18,27,1-18-2024-027-08,8,1,1,8,56.5663772378367,6,9
2400762,18,27,1-18-2024-027-08,8,1,2,9,56.5663772378367,6,9
2406029,18,151,1-18-2024-151-04,4,2,1,4,522.549819590506,6,9
2405898,18,147,1-18-2024-147-01,1,1,1,2,63.8166126674341,6,9
2402294,18,75,1-18-2024-075-01,1,1,1,2,63.8166126674341,6,9
2402294,18,75,1-18-2024-075-01,1,1,2,6,63.8166126674341,6,9
2406178,76,186,1-76-2024-186-02,2,1,2,6,69.290638741677,3,9
2406178,76,186,1-76-2024-186-02,2,1,1,2,69.290638741677,3,9
2403238,76,90,1-76-2024-090-09,9,1,1,8,82.5706054598967,3,9
2405992,76,178,1-76-2024-178-10,10,1,1,6,654.899657959584,3,9
2402880,76,78,1-76-2024-078-04,4,1,1,8,144.493134777652,3,9
2405714,76,165,1-76-2024-165-07,7,1,1,6,318.840064048268,3,9
2404505,76,132,1-76-2024-132-04,4,1,2,9,192.634488866632,3,9
2400504,76,12,1-76-2024-012-04,4,1,1,2,167.149097164829,3,9
2400504,76,12,1-76-2024-012-04,4,1,2,6,167.149097164829,3,9
2400355,76,8,1-76-2024-008-04,4,1,1,8,86.4714255045695,3,9
2400896,76,26,1-76-2024-026-07,7,1,1,8,72.7960942583928,3,9
2402748,76,73,1-76-2024-073-10,10,1,1,4,149.331494638173,3,9
2400354,76,7,1-76-2024-007-07,7,1,1,8,72.7960942583928,3,9
2405621,76,162,1-76-2024-162-07,7,1,1,8,833.706847866869,3,9
2405330,76,153,1-76-2024-153-09,9,1,1,8,82.5706054598967,3,9
2404505,76,132,1-76-2024-132-04,4,1,1,8,192.634488866632,3,9
2404505,76,132,1-76-2024-132-04,4,1,4,6,192.634488866632,3,9
2404505,76,132,1-76-2024-132-04,4,1,3,2,192.634488866632,3,9
2405331,76,154,1-76-2024-154-10,10,1,1,2,84.6789860292199,3,9
2404336,76,121,1-76-2024-121-07,7,1,1,8,72.7960942583928,3,9
2401960,76,55,1-76-2024-055-07,7,1,1,8,72.7960942583928,3,9
2404462,76,130,1-76-2024-130-03,3,1,1,8,71.5495535595937,3,9
2404207,76,118,1-76-2024-118-04,4,1,1,8,86.4714255045695,3,9
2401731,76,46,1-76-2024-046-04,4,1,1,6,466.820603617286,3,9
2401049,76,29,1-76-2024-029-06,6,1,1,8,69.290638741677,3,9
2400740,28,20,1-28-2024-020-08,8,1,1,8,48.0385140677194,3,9
2403136,28,94,1-28-2024-094-10,10,1,1,8,80.5683609045318,3,9
2404962,28,153,1-28-2024-153-06,6,1,2,6,44.5186799027896,3,9
2404962,28,153,1-28-2024-153-06,6,1,1,2,44.5186799027896,3,9
2400525,28,12,1-28-2024-012-04,4,1,1,8,47.851485985308,3,9
2402220,28,66,1-28-2024-066-06,6,1,1,8,44.5186799027896,3,9
2404335,28,136,1-28-2024-136-10,10,1,1,8,241.705082713595,3,9
2401813,28,49,1-28-2024-049-03,3,1,1,8,28.3089754479373,3,9
2404621,28,141,1-28-2024-141-07,7,1,1,8,44.330330715033,3,9
2406187,28,188,1-28-2024-188-07,7,1,1,6,243.919478645917,3,9
2404467,28,138,1-28-2024-138-10,10,1,1,8,80.5683609045318,3,9
2402741,28,82,1-28-2024-082-10,10,1,1,2,241.705082713595,3,9
2404009,28,124,1-28-2024-124-08,8,1,1,8,48.0385140677194,3,9
2405334,28,166,1-28-2024-166-09,9,1,2,6,97.1901174624373,3,9
2405334,28,166,1-28-2024-166-09,9,1,1,2,97.1901174624373,3,9
2403405,28,102,1-28-2024-102-09,9,1,2,6,151.522670294483,3,9
2403405,28,102,1-28-2024-102-09,9,1,1,2,151.522670294483,3,9
2405837,28,177,1-28-2024-177-06,6,1,2,3,91.6597961358167,3,9
2405837,28,177,1-28-2024-177-06,6,1,1,2,91.6597961358167,3,9
2405837,28,177,1-28-2024-177-06,6,1,3,8,91.6597961358167,3,9
2401421,28,36,1-28-2024-036-07,7,1,1,2,44.330330715033,3,9
2401421,28,36,1-28-2024-036-07,7,1,2,6,44.330330715033,3,9
2402741,28,82,1-28-2024-082-10,10,1,2,6,241.705082713595,3,9
2403032,28,93,1-28-2024-093-07,7,1,2,6,191.787009725038,3,9
2403032,28,93,1-28-2024-093-07,7,1,1,2,191.787009725038,3,9
2402740,28,81,1-28-2024-081-03,3,1,2,3,28.3089754479373,3,9
2402740,28,81,1-28-2024-081-03,3,1,1,2,28.3089754479373,3,9
2402740,28,81,1-28-2024-081-03,3,1,3,8,28.3089754479373,3,9
2401973,28,58,1-28-2024-058-10,10,1,1,2,463.268075201058,3,9
2401203,54,31,1-54-2024-031-10,10,1,1,2,594.813207503092,9,9
2401203,54,31,1-54-2024-031-10,10,1,2,8,594.813207503092,9,9
2401669,25,38,1-25-2024-038-07,7,1,2,6,222.137103780198,2,9
2401669,25,38,1-25-2024-038-07,7,1,1,2,222.137103780198,2,9
2402851,11,79,1-11-2024-079-08,8,2,1,2,137.396448535388,8,9
2403764,28,115,1-28-2024-115-10,10,1,2,6,187.992842110574,3,9
2403764,28,115,1-28-2024-115-10,10,1,1,2,187.992842110574,3,9
2406242,48,204,1-48-2024-204-09,9,1,1,2,259.999256785636,12,9
2406242,48,204,1-48-2024-204-09,9,1,4,6,259.999256785636,12,9
2406242,48,204,1-48-2024-204-09,9,1,3,7,259.999256785636,12,9
2405386,23,46,1-23-2024-046-03,3,1,2,6,564.388011657643,5,9
2405386,23,46,1-23-2024-046-03,3,1,1,2,564.388011657643,5,9
2405744,22,174,1-22-2024-174-07,7,1,1,4,219.277461308875,12,9
2405744,22,174,1-22-2024-174-07,7,1,2,4,219.277461308875,12,9
2400712,73,21,1-73-2024-021-04,4,2,1,98,75.7755830449397,3,9
2406242,48,204,1-48-2024-204-09,9,1,2,6,259.999256785636,12,9
2400208,11,4,1-11-2024-004-07,7,1,2,4,657.057558003413,8,9
2400208,11,4,1-11-2024-004-07,7,1,3,8,657.057558003413,8,9
2404877,82,135,1-82-2024-135-06,6,1,1,4,220.40468525162,1,9
2404877,82,135,1-82-2024-135-06,6,1,3,2,220.40468525162,1,9
2404877,82,135,1-82-2024-135-06,6,1,2,5,220.40468525162,1,9
2400640,25,15,1-25-2024-015-04,4,1,1,4,329.519302705053,2,9
2401498,54,34,1-54-2024-034-09,9,1,3,6,117.274582131211,9,9
2401501,54,37,1-54-2024-037-04,4,1,1,2,152.997399597271,9,9
2401203,54,31,1-54-2024-031-10,10,1,3,3,594.813207503092,9,9
2401498,54,34,1-54-2024-034-09,9,1,2,2,117.274582131211,9,9
2401498,54,34,1-54-2024-034-09,9,1,1,4,117.274582131211,9,9
2404950,25,131,1-25-2024-131-03,3,1,1,2,421.178032869349,2,9
2402843,25,70,1-25-2024-070-03,3,1,1,2,109.372944716244,2,9
2406055,69,154,1-69-2024-154-10,10,1,1,2,2154.09297235182,8,9
2406055,69,154,1-69-2024-154-10,10,1,3,2,2154.09297235182,8,9
2406055,69,154,1-69-2024-154-10,10,1,2,2,2154.09297235182,8,9
2406055,69,154,1-69-2024-154-10,10,1,4,6,2154.09297235182,8,9
2406108,29,107,1-29-2024-107-03,3,1,1,8,150.499254995144,2,9
2405922,69,150,1-69-2024-150-01,1,1,2,6,9.82023560759747,8,9
2405922,69,150,1-69-2024-150-01,1,1,1,2,9.82023560759747,8,9
2405922,69,150,1-69-2024-150-01,1,1,3,7,9.82023560759747,8,9
2405922,69,150,1-69-2024-150-01,1,1,4,4,9.82023560759747,8,9
2405922,69,150,1-69-2024-150-01,1,1,5,8,9.82023560759747,8,9
2404697,69,107,1-69-2024-107-05,5,1,1,8,7.30201599951961,8,9
2404697,69,107,1-69-2024-107-05,5,1,3,2,7.30201599951961,8,9
2404697,69,107,1-69-2024-107-05,5,1,4,2,7.30201599951961,8,9
2404697,69,107,1-69-2024-107-05,5,1,5,2,7.30201599951961,8,9
2404697,69,107,1-69-2024-107-05,5,1,6,6,7.30201599951961,8,9
2405679,69,145,1-69-2024-145-03,3,1,1,6,44.3563118625314,8,9
2401918,19,28,1-19-2024-028-09,9,1,2,8,701.520150030231,9,9
2401918,19,28,1-19-2024-028-09,9,1,1,4,701.520150030231,9,9
2400876,24,17,1-24-2024-017-03,3,1,1,2,28.7833246640805,1,9
2400876,24,17,1-24-2024-017-03,3,1,3,6,28.7833246640805,1,9
2400876,24,17,1-24-2024-017-03,3,1,2,2,28.7833246640805,1,9
2404697,69,107,1-69-2024-107-05,5,1,2,9,7.30201599951961,8,9
2400967,77,34,1-77-2024-034-08,8,1,2,9,148.704229143531,9,9
2400967,77,34,1-77-2024-034-08,8,1,3,2,148.704229143531,9,9
2400967,77,34,1-77-2024-034-08,8,1,4,6,148.704229143531,9,9
2402936,19,38,1-19-2024-038-04,4,1,1,2,248.799467698468,9,9
2400211,24,3,1-24-2024-003-03,3,1,1,2,29.9215032432892,1,9
2400211,24,3,1-24-2024-003-03,3,1,2,3,29.9215032432892,1,9
2404871,69,114,1-69-2024-114-04,4,1,3,2,162.395769775631,8,9
2404871,69,114,1-69-2024-114-04,4,1,2,2,162.395769775631,8,9
2404871,69,114,1-69-2024-114-04,4,1,4,6,162.395769775631,8,9
2400904,28,23,1-28-2024-023-06,6,1,2,6,603.235641208148,3,9
2400904,28,23,1-28-2024-023-06,6,1,1,2,603.235641208148,3,9
2400967,77,34,1-77-2024-034-08,8,1,1,8,148.704229143531,9,9
2400423,77,15,1-77-2024-015-06,6,1,2,5,589.423606928976,9,9
2406228,81,162,1-81-2024-162-08,8,1,2,4,355.259814660081,8,9
2406228,81,162,1-81-2024-162-08,8,1,1,4,355.259814660081,8,9
2403906,30,139,1-30-2024-139-05,5,1,1,2,43.417190088088,10,9
2403906,30,139,1-30-2024-139-05,5,1,2,2,43.417190088088,10,9
2400728,32,20,1-32-2024-020-01,1,2,2,2,35.2552566821877,7,9
2400348,16,9,1-16-2024-009-01,1,1,1,2,15.8174891263142,5,9
2400348,16,9,1-16-2024-009-01,1,1,4,2,15.8174891263142,5,9
2402116,21,41,1-21-2024-041-02,2,1,4,98,11.5473621177818,11,9
2405133,81,129,1-81-2024-129-05,5,1,1,8,118.464453728865,8,9
2405817,60,96,1-60-2024-096-06,6,2,1,2,812.131135711044,8,9
2403753,21,78,1-21-2024-078-01,1,1,2,9,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,1,8,60.528048009658,11,9
2403753,21,78,1-21-2024-078-01,1,1,3,2,60.528048009658,11,9
2402462,11,67,1-11-2024-067-05,5,1,1,8,31.8812723055547,8,9
2405250,33,99,1-33-2024-099-01,1,1,2,6,46.8911908349198,12,9
2405250,33,99,1-33-2024-099-01,1,1,1,2,46.8911908349198,12,9
2405250,33,99,1-33-2024-099-01,1,1,3,98,46.8911908349198,12,9
2405250,33,99,1-33-2024-099-01,1,1,5,8,46.8911908349198,12,9
2405250,33,99,1-33-2024-099-01,1,1,4,4,46.8911908349198,12,9
2405654,57,175,1-57-2024-175-02,2,1,1,4,34.9847026100621,1,9
2405451,11,162,1-11-2024-162-05,5,1,1,6,31.8812723055547,8,9
2401492,23,23,1-23-2024-023-02,2,3,2,2,66.8610187089374,5,9
2401492,23,23,1-23-2024-023-02,2,3,3,2,66.8610187089374,5,9
2401492,23,23,1-23-2024-023-02,2,3,4,6,66.8610187089374,5,9
2402462,11,67,1-11-2024-067-05,5,1,2,9,31.8812723055547,8,9
2404503,31,96,1-31-2024-096-10,10,1,2,6,419.593794787767,6,9
2404503,31,96,1-31-2024-096-10,10,1,1,2,419.593794787767,6,9
2402728,31,54,1-31-2024-054-09,9,1,1,2,161.39423315543,6,9
2402728,31,54,1-31-2024-054-09,9,1,2,6,161.39423315543,6,9
2405828,31,126,1-31-2024-126-08,8,1,1,2,222.937813489072,6,9
2400890,31,16,1-31-2024-016-10,10,1,1,4,419.593794787767,6,9
2405469,31,116,1-31-2024-116-09,9,1,1,8,161.39423315543,6,9
2402358,31,46,1-31-2024-046-10,10,1,1,2,419.593794787767,6,9
2402358,31,46,1-31-2024-046-10,10,1,2,6,419.593794787767,6,9
2404347,31,90,1-31-2024-090-05,5,1,1,8,223.697137607501,6,9
2402000,31,36,1-31-2024-036-08,8,1,1,2,222.937813489072,6,9
2404728,31,99,1-31-2024-099-10,10,1,2,6,419.593794787767,6,9
2404728,31,99,1-31-2024-099-10,10,1,1,2,419.593794787767,6,9
2405472,31,119,1-31-2024-119-03,3,1,2,6,151.964719784207,6,9
2405472,31,119,1-31-2024-119-03,3,1,1,2,151.964719784207,6,9
2405246,31,109,1-31-2024-109-10,10,1,1,8,419.593794787767,6,9
2402134,31,42,1-31-2024-042-06,6,1,1,8,238.979638420053,6,9
2402134,31,42,1-31-2024-042-06,6,1,2,9,238.979638420053,6,9
2402134,31,42,1-31-2024-042-06,6,1,3,2,238.979638420053,6,9
2402134,31,42,1-31-2024-042-06,6,1,4,6,238.979638420053,6,9
2400708,31,13,1-31-2024-013-07,7,1,1,2,230.868935151332,6,9
2400708,31,13,1-31-2024-013-07,7,1,2,6,230.868935151332,6,9
2405958,31,128,1-31-2024-128-04,4,1,1,2,277.889964841913,6,9
2404996,31,107,1-31-2024-107-10,10,1,2,6,419.593794787767,6,9
2404996,31,107,1-31-2024-107-10,10,1,1,2,419.593794787767,6,9
2400401,31,4,1-31-2024-004-09,9,1,1,2,161.39423315543,6,9
2400401,31,4,1-31-2024-004-09,9,1,2,6,161.39423315543,6,9
2403645,31,71,1-31-2024-071-01,1,1,1,2,190.536266122907,6,9
2404501,31,94,1-31-2024-094-04,4,1,1,8,222.052598299916,6,9
2401028,31,19,1-31-2024-019-10,10,1,1,8,419.593794787767,6,9
2405960,31,130,1-31-2024-130-04,4,1,1,8,277.889964841913,6,9
2400962,81,21,1-81-2024-021-01,1,1,2,6,66.9848935846813,8,9
2400962,81,21,1-81-2024-021-01,1,1,1,2,66.9848935846813,8,9
2401078,48,37,1-48-2024-037-06,6,1,1,6,157.161135633244,12,9
2404410,48,145,1-48-2024-145-09,9,1,1,6,144.242810569893,12,9
2400088,48,6,1-48-2024-006-09,9,1,1,2,253.362227564978,12,9
2400088,48,6,1-48-2024-006-09,9,1,2,3,253.362227564978,12,9
2400088,48,6,1-48-2024-006-09,9,1,3,4,253.362227564978,12,9
2400088,48,6,1-48-2024-006-09,9,1,4,5,253.362227564978,12,9
2401771,48,61,1-48-2024-061-09,9,1,1,2,358.379999658213,12,9
2403669,48,120,1-48-2024-120-03,3,1,1,2,54.9604072040948,12,9
2401103,48,39,1-48-2024-039-04,4,1,1,2,155.227864749639,12,9
2401103,48,39,1-48-2024-039-04,4,1,2,3,155.227864749639,12,9
2401103,48,39,1-48-2024-039-04,4,1,3,8,155.227864749639,12,9
2401505,48,53,1-48-2024-053-04,4,1,1,4,196.887261223323,12,9
2401504,48,52,1-48-2024-052-03,3,2,1,4,54.9604072040948,12,9
2400167,48,10,1-48-2024-010-04,4,1,1,6,482.621928241557,12,9
2403863,48,124,1-48-2024-124-03,3,1,1,2,192.139655150175,12,9
2404298,48,139,1-48-2024-139-09,9,1,1,8,69.6007046591066,12,9
2404063,48,132,1-48-2024-132-08,8,1,1,2,118.318452247458,12,9
2402300,48,75,1-48-2024-075-10,10,1,2,9,1080.16352484664,12,9
2402300,48,75,1-48-2024-075-10,10,1,3,2,1080.16352484664,12,9
2402300,48,75,1-48-2024-075-10,10,1,4,3,1080.16352484664,12,9
2402300,48,75,1-48-2024-075-10,10,1,5,8,1080.16352484664,12,9
2400030,48,2,1-48-2024-002-04,4,1,1,4,202.369493090601,12,9
2400030,48,2,1-48-2024-002-04,4,1,2,8,202.369493090601,12,9
2404792,48,155,1-48-2024-155-04,4,1,1,98,85.7677087053401,12,9
2401770,48,60,1-48-2024-060-03,3,1,1,6,54.9604072040948,12,9
2402300,48,75,1-48-2024-075-10,10,1,1,8,1080.16352484664,12,9
2401011,48,36,1-48-2024-036-03,3,1,1,6,54.9604072040948,12,9
2400725,48,26,1-48-2024-026-03,3,1,1,6,54.9604072040948,12,9
2401635,48,54,1-48-2024-054-03,3,1,1,6,54.9604072040948,12,9
2400089,48,7,1-48-2024-007-04,4,1,1,4,144.051903745075,12,9
2400089,48,7,1-48-2024-007-04,4,1,2,8,144.051903745075,12,9
2406149,48,200,1-48-2024-200-06,6,1,1,6,239.787560270205,12,9
2402388,22,70,1-22-2024-070-10,10,1,1,2,178.933182153623,12,9
2402388,22,70,1-22-2024-070-10,10,1,2,6,178.933182153623,12,9
2402113,22,62,1-22-2024-062-08,8,1,1,8,28.3215946385297,12,9
2403398,22,101,1-22-2024-101-10,10,1,2,6,71.5732728614493,12,9
2403398,22,101,1-22-2024-101-10,10,1,1,2,71.5732728614493,12,9
2404137,22,124,1-22-2024-124-06,6,1,1,8,70.32612198018,12,9
2402247,22,65,1-22-2024-065-09,9,1,2,6,54.4981168618849,12,9
2402759,22,81,1-22-2024-081-03,3,1,1,8,26.0912892801948,12,9
2406223,22,190,1-22-2024-190-09,9,1,2,6,31.5374411293913,12,9
2406223,22,190,1-22-2024-190-09,9,1,1,2,31.5374411293913,12,9
2405123,22,157,1-22-2024-157-07,7,1,2,3,360.833938794002,12,9
2405123,22,157,1-22-2024-157-07,7,1,1,2,360.833938794002,12,9
2405123,22,157,1-22-2024-157-07,7,1,3,8,360.833938794002,12,9
2405123,22,157,1-22-2024-157-07,7,1,4,9,360.833938794002,12,9
2401840,22,54,1-22-2024-054-07,7,1,1,8,109.652025727266,12,9
2402247,22,65,1-22-2024-065-09,9,1,1,2,54.4981168618849,12,9
2404021,22,121,1-22-2024-121-08,8,1,1,6,32.2342128751331,12,9
2403523,22,106,1-22-2024-106-07,7,1,1,8,30.7647443712059,12,9
2404868,22,146,1-22-2024-146-07,7,1,1,2,197.739270609814,12,9
2404868,22,146,1-22-2024-146-07,7,2,2,5,197.739270609814,12,9
2404868,22,146,1-22-2024-146-07,7,2,1,4,197.739270609814,12,9
2404868,22,146,1-22-2024-146-07,7,2,3,2,197.739270609814,12,9
2402265,73,67,1-73-2024-067-03,3,1,1,8,23.5881329232141,3,9
2401025,16,31,1-16-2024-031-05,5,1,1,2,17.5468318569652,5,9
2401412,16,44,1-16-2024-044-01,1,1,1,8,26.4826489473316,5,9
2400487,16,17,1-16-2024-017-08,8,3,1,2,94.1778924135248,5,9
2402639,82,64,1-82-2024-064-03,3,1,1,6,140.978923511683,1,9
2404193,18,113,1-18-2024-113-03,3,1,1,8,337.833743551218,6,9
2404408,48,143,1-48-2024-143-07,7,1,1,4,320.637738411807,12,9
2402507,21,50,1-21-2024-050-04,4,1,1,8,741.235651123892,11,9
2402673,18,81,1-18-2024-081-03,3,1,1,8,83.5467084502737,6,9
2400589,19,11,1-19-2024-011-09,9,1,1,4,436.023489736323,9,9
2400589,19,11,1-19-2024-011-09,9,1,3,8,436.023489736323,9,9
2400589,19,11,1-19-2024-011-09,9,1,2,4,436.023489736323,9,9
2400043,16,1,1-16-2024-001-04,4,1,1,2,1184.77644929998,5,9
2400256,66,4,1-66-2024-004-09,9,1,1,2,97.5596917228585,6,9
2400256,66,4,1-66-2024-004-09,9,1,2,6,97.5596917228585,6,9
2401063,22,30,1-22-2024-030-09,9,1,2,6,74.8175999070324,12,9
2401063,22,30,1-22-2024-030-09,9,1,1,2,74.8175999070324,12,9
2405935,24,164,1-24-2024-164-04,4,1,1,6,250.949654847823,1,9
2405935,24,164,1-24-2024-164-04,4,1,2,98,250.949654847823,1,9
2400487,16,17,1-16-2024-017-08,8,3,2,2,94.1778924135248,5,9
2400487,16,17,1-16-2024-017-08,8,3,3,6,94.1778924135248,5,9
2404761,73,124,1-73-2024-124-09,9,1,1,6,161.364484930669,3,9
2402640,82,65,1-82-2024-065-04,4,1,1,6,531.382217055759,1,9
2400133,82,5,1-82-2024-005-03,3,2,1,6,52.624413969372,1,9
2400133,82,5,1-82-2024-005-03,3,2,2,98,52.624413969372,1,9
2401890,13,50,1-13-2024-050-03,3,1,1,8,515.764062906219,7,9
2400325,12,10,1-12-2024-010-02,2,1,1,6,221.517683883591,9,9
2403319,67,14,1-67-2024-014-03,3,1,1,2,127.968795400111,7,9
2400322,12,7,1-12-2024-007-05,5,1,1,6,241.497853716308,9,9
2400190,12,5,1-12-2024-005-07,7,1,1,4,1182.96683096922,9,9
2401891,13,51,1-13-2024-051-02,2,2,1,6,10.2488631638442,7,9
2403491,14,59,1-14-2024-059-04,4,1,2,6,894.026417553178,8,9
2403491,14,59,1-14-2024-059-04,4,1,1,2,894.026417553178,8,9
2404119,14,73,1-14-2024-073-03,3,1,1,2,228.411965931315,8,9
2400189,12,4,1-12-2024-004-02,2,1,1,8,221.517683883591,9,9
2401371,67,7,1-67-2024-007-02,2,1,1,6,100.295251755123,7,9
2400112,28,2,1-28-2024-002-NM2,22,1,1,2,55.8454658150129,3,9
2403370,32,117,1-32-2024-117-NM1,21,1,1,6,24.6793297433215,7,9
2400470,30,16,1-30-2024-016-NM2,22,1,1,4,614.931666902505,10,9
2400470,30,16,1-30-2024-016-NM2,22,1,2,5,614.931666902505,10,9
2400470,30,16,1-30-2024-016-NM2,22,1,3,2,614.931666902505,10,9
2400470,30,16,1-30-2024-016-NM2,22,1,4,3,614.931666902505,10,9
2404328,16,114,1-16-2024-114-NM1,21,1,1,2,55.2220906459898,5,9
2404328,16,114,1-16-2024-114-NM1,21,1,3,8,55.2220906459898,5,9
2401084,77,37,1-77-2024-037-NM2,22,1,1,4,297.636915073691,9,9
2404327,16,113,1-16-2024-113-NM1,21,1,1,8,55.2220906582399,5,9
2406239,57,194,1-57-2024-194-NM1,21,1,1,8,19.2604769426058,1,9
2401665,24,37,1-24-2024-037-NM2,22,1,1,8,87.1884768897586,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,1,8,81.6170730667138,1,9
2404328,16,114,1-16-2024-114-NM1,21,1,2,3,55.2220906459898,5,9
2401773,33,29,1-33-2024-029-NM2,22,1,1,2,84.6784527844662,12,9
2401146,20,28,1-20-2024-028-NM1,21,1,1,8,43.971490849978,11,9
2406002,81,159,1-81-2024-159-NM1,21,1,1,2,21.098194093673,8,9
