CASEID,PSU,CASENO,CASENUMBER,CATEGORY,NMNO,CONFLICTNO,EVENTNO,VEHNO,CONFPLANE,CASEWGT,PSUSTRAT,VERSION
2401146,20,28,1-20-2024-028-NM1,21,1,1,1,1,1,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,1,2,1,1,3,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,2,1,2,1,1,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,2,2,2,1,5,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,2,3,2,1,6,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,2,4,2,1,2,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,2,5,2,1,10,43.971490849978,11,9
2400518,26,10,1-26-2024-010-NM2,22,1,2,1,1,10,585.861766834301,10,9
2400846,82,22,1-82-2024-022-NM2,22,1,2,1,1,10,774.715121583303,1,9
2401442,26,39,1-26-2024-039-NM1,21,1,1,2,2,2,25.7030205312635,10,9
2401206,31,25,1-31-2024-025-NM2,22,1,1,1,1,1,197.377933176122,6,9
2401206,31,25,1-31-2024-025-NM2,22,1,2,1,1,10,197.377933176122,6,9
2401459,15,57,1-15-2024-057-NM2,22,1,1,1,1,1,62.2950385720824,1,9
2400683,59,24,1-59-2024-024-NM1,21,1,1,1,1,1,62.3822922049643,6,9
2400683,59,24,1-59-2024-024-NM1,21,1,2,1,1,10,62.3822922049643,6,9
2400111,16,3,1-16-2024-003-NM2,22,1,1,1,1,1,1277.06637139415,5,9
2401016,24,22,1-24-2024-022-NM1,21,1,1,1,1,1,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,2,1,1,5,81.6170730667138,1,9
2401016,24,22,1-24-2024-022-NM1,21,1,3,1,1,6,81.6170730667138,1,9
2400611,24,13,1-24-2024-013-NM2,22,1,1,1,1,1,147.143075961834,1,9
2400611,24,13,1-24-2024-013-NM2,22,1,2,1,1,5,147.143075961834,1,9
2400611,24,13,1-24-2024-013-NM2,22,1,3,1,1,10,147.143075961834,1,9
2401800,60,18,1-60-2024-018-NM1,21,1,1,1,1,1,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,2,1,1,5,135.73456108388,8,9
2401800,60,18,1-60-2024-018-NM1,21,1,3,1,1,10,135.73456108388,8,9
2401306,26,31,1-26-2024-031-NM1,21,1,1,1,1,1,25.7030205312635,10,9
2401306,26,31,1-26-2024-031-NM1,21,1,2,1,1,5,25.7030205312635,10,9
2401306,26,31,1-26-2024-031-NM1,21,1,3,1,1,6,25.7030205312635,10,9
2401306,26,31,1-26-2024-031-NM1,21,1,4,1,1,10,25.7030205312635,10,9
2400052,27,1,1-27-2024-001-NM1,21,1,3,1,1,10,20.5862279366663,3,9
2401297,27,43,1-27-2024-043-NM1,21,1,1,1,1,1,20.2398432682456,3,9
2401297,27,43,1-27-2024-043-NM1,21,1,2,1,1,5,20.2398432682456,3,9
2401297,27,43,1-27-2024-043-NM1,21,1,3,1,1,6,20.2398432682456,3,9
2401297,27,43,1-27-2024-043-NM1,21,1,4,1,1,10,20.2398432682456,3,9
2401250,30,41,1-30-2024-041-NM1,21,1,1,1,1,3,28.3509494483113,10,9
2401250,30,41,1-30-2024-041-NM1,21,1,2,1,1,5,28.3509494483113,10,9
2400923,21,22,1-21-2024-022-NM1,21,1,1,1,1,1,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,2,1,1,6,12.4076963253184,11,9
2400923,21,22,1-21-2024-022-NM1,21,1,3,1,1,10,12.4076963253184,11,9
2401353,10,20,1-10-2024-020-NM2,22,1,1,1,1,1,1035.08583897877,4,9
2401353,10,20,1-10-2024-020-NM2,22,1,2,1,1,10,1035.08583897877,4,9
2400448,82,13,1-82-2024-013-NM2,22,1,1,1,1,1,387.535062825824,1,9
2400448,82,13,1-82-2024-013-NM2,22,1,2,1,1,10,387.535062825824,1,9
2400825,10,13,1-10-2024-013-NM1,21,1,1,1,1,1,60.5767032793963,4,9
2400825,10,13,1-10-2024-013-NM1,21,1,2,1,1,10,60.5767032793963,4,9
2401793,20,53,1-20-2024-053-NM2,22,1,1,1,1,1,172.732860679058,11,9
2401793,20,53,1-20-2024-053-NM2,22,1,2,1,1,10,172.732860679058,11,9
2401489,59,49,1-59-2024-049-NM2,22,1,1,1,1,3,122.869992801552,6,9
2401324,66,26,1-66-2024-026-NM2,22,1,1,1,1,1,110.074249285118,6,9
2401324,66,26,1-66-2024-026-NM2,22,1,2,1,1,5,110.074249285118,6,9
2401324,66,26,1-66-2024-026-NM2,22,1,3,1,1,6,110.074249285118,6,9
2401324,66,26,1-66-2024-026-NM2,22,1,4,1,1,10,110.074249285118,6,9
2401842,22,56,1-22-2024-056-NM2,22,1,1,1,1,3,24.4305122731702,12,9
2401788,69,33,1-69-2024-033-NM1,21,1,1,1,1,1,7.66811372485411,8,9
2401788,69,33,1-69-2024-033-NM1,21,1,3,1,1,6,7.66811372485411,8,9
2401788,69,33,1-69-2024-033-NM1,21,1,5,1,1,10,7.66811372485411,8,9
2401812,24,43,1-24-2024-043-NM1,21,1,1,1,1,1,23.1726143074507,1,9
2401844,26,46,1-26-2024-046-NM1,21,1,1,5,2,5,25.7030205312635,10,9
2401844,26,46,1-26-2024-046-NM1,21,1,2,5,2,6,25.7030205312635,10,9
2401844,26,46,1-26-2024-046-NM1,21,1,3,5,2,10,25.7030205312635,10,9
2401862,30,62,1-30-2024-062-NM2,22,1,1,1,1,1,511.59271785067,10,9
2401755,81,34,1-81-2024-034-NM1,21,1,2,1,1,1,46.909790827141,8,9
2401755,81,34,1-81-2024-034-NM1,21,1,3,1,1,6,46.909790827141,8,9
2401755,81,34,1-81-2024-034-NM1,21,1,4,1,1,10,46.909790827141,8,9
2401453,22,45,1-22-2024-045-NM2,22,1,1,1,1,3,29.8393033504253,12,9
2401179,32,40,1-32-2024-040-NM1,21,1,1,2,2,1,15.2268214619951,7,9
2401179,32,40,1-32-2024-040-NM1,21,1,2,2,2,10,15.2268214619951,7,9
2401980,26,53,1-26-2024-053-NM2,22,1,1,1,1,1,326.204869245419,10,9
2401980,26,53,1-26-2024-053-NM2,22,1,2,1,1,10,326.204869245419,10,9
2404163,25,113,1-25-2024-113-NM2,22,1,1,1,1,3,217.706177804094,2,9
2404163,25,113,1-25-2024-113-NM2,22,1,2,1,1,10,217.706177804094,2,9
2402090,16,59,1-16-2024-059-NM1,21,1,1,1,1,1,19.3635256654646,5,9
2402090,16,59,1-16-2024-059-NM1,21,1,2,1,1,5,19.3635256654646,5,9
2402090,16,59,1-16-2024-059-NM1,21,1,3,1,1,6,19.3635256654646,5,9
2402090,16,59,1-16-2024-059-NM1,21,1,4,2,2,1,19.3635256654646,5,9
2404160,25,110,1-25-2024-110-NM2,22,1,1,1,1,3,217.706177804094,2,9
2404160,25,110,1-25-2024-110-NM2,22,1,2,1,1,10,217.706177804094,2,9
2402306,30,80,1-30-2024-080-NM2,22,1,1,1,1,1,2370.57424915505,10,9
2402306,30,80,1-30-2024-080-NM2,22,1,2,1,1,10,2370.57424915505,10,9
2403275,20,88,1-20-2024-088-NM2,22,1,1,1,1,1,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,2,1,1,5,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,3,1,1,6,204.607683671141,11,9
2403275,20,88,1-20-2024-088-NM2,22,1,4,1,1,10,204.607683671141,11,9
2404235,26,108,1-26-2024-108-NM1,21,1,1,1,1,2,41.696402482386,10,9
2404235,26,108,1-26-2024-108-NM1,21,1,2,1,1,5,41.696402482386,10,9
2404235,26,108,1-26-2024-108-NM1,21,1,3,1,1,6,41.696402482386,10,9
2404235,26,108,1-26-2024-108-NM1,21,1,4,1,1,10,41.696402482386,10,9
2403213,24,89,1-24-2024-089-NM1,21,1,1,1,1,1,23.1726143074507,1,9
2403213,24,89,1-24-2024-089-NM1,21,1,2,1,1,5,23.1726143074507,1,9
2403213,24,89,1-24-2024-089-NM1,21,1,3,1,1,6,23.1726143074507,1,9
2403213,24,89,1-24-2024-089-NM1,21,1,4,1,1,10,23.1726143074507,1,9
2403157,62,84,1-62-2024-084-NM1,21,1,4,1,1,6,50.4228553346501,7,9
2404707,11,143,1-11-2024-143-NM2,22,1,1,1,1,3,2037.79059287364,8,9
2404707,11,143,1-11-2024-143-NM2,22,1,2,1,1,10,2037.79059287364,8,9
2404202,52,45,1-52-2024-045-NM1,21,1,1,1,1,1,23.3488363699868,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,2,1,1,5,23.3488363699868,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,3,1,1,6,23.3488363699868,12,9
2404202,52,45,1-52-2024-045-NM1,21,1,4,1,1,10,23.3488363699868,12,9
2403305,10,52,1-10-2024-052-NM1,21,1,1,3,2,10,48.5486424740169,4,9
2402434,30,83,1-30-2024-083-NM2,22,1,1,1,1,1,361.666104097377,10,9
2402434,30,83,1-30-2024-083-NM2,22,1,2,1,1,5,361.666104097377,10,9
2402434,30,83,1-30-2024-083-NM2,22,1,3,1,1,6,361.666104097377,10,9
2402434,30,83,1-30-2024-083-NM2,22,1,4,1,1,3,361.666104097377,10,9
2402434,30,83,1-30-2024-083-NM2,22,1,5,1,1,10,361.666104097377,10,9
2403524,21,72,1-21-2024-072-NM1,21,1,1,2,1,1,9.710167648307,11,9
2403524,21,72,1-21-2024-072-NM1,21,1,2,2,1,10,9.710167648307,11,9
2403524,21,72,1-21-2024-072-NM1,21,2,1,3,1,1,9.710167648307,11,9
2403524,21,72,1-21-2024-072-NM1,21,2,2,3,1,10,9.710167648307,11,9
2403413,81,77,1-81-2024-077-NM1,21,1,1,2,2,3,23.4695700092411,8,9
2403413,81,77,1-81-2024-077-NM1,21,1,2,2,2,10,23.4695700092411,8,9
2403509,82,89,1-82-2024-089-NM2,22,1,1,1,1,1,184.00474438731,1,9
2403509,82,89,1-82-2024-089-NM2,22,1,2,1,1,10,184.00474438731,1,9
2402769,21,56,1-21-2024-056-NM1,21,1,1,1,1,1,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,2,1,1,5,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,3,1,1,6,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,4,1,1,10,32.5426329002838,11,9
2403576,30,126,1-30-2024-126-NM2,22,1,1,1,1,1,516.81832296578,10,9
2403576,30,126,1-30-2024-126-NM2,22,1,2,1,1,10,516.81832296578,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,1,1,1,1,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,2,1,1,3,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,3,1,1,10,471.653968173224,10,9
2404502,31,95,1-31-2024-095-NM2,22,1,1,1,1,3,343.437603726452,6,9
2404502,31,95,1-31-2024-095-NM2,22,1,2,1,1,10,343.437603726452,6,9
2401453,22,45,1-22-2024-045-NM2,22,1,2,1,1,10,29.8393033504253,12,9
2401750,57,33,1-57-2024-033-NM1,21,1,1,1,1,1,38.5305215581579,1,9
2401750,57,33,1-57-2024-033-NM1,21,1,2,1,1,6,38.5305215581579,1,9
2401750,57,33,1-57-2024-033-NM1,21,1,4,1,1,10,38.5305215581579,1,9
2401286,52,17,1-52-2024-017-NM2,22,1,2,1,1,10,35.2372312111538,12,9
2400832,77,29,1-77-2024-029-NM1,21,1,1,1,1,1,113.21347390618,9,9
2400832,77,29,1-77-2024-029-NM1,21,1,2,1,1,5,113.21347390618,9,9
2400832,77,29,1-77-2024-029-NM1,21,1,3,1,1,10,113.21347390618,9,9
2401198,13,30,1-13-2024-030-NM2,22,1,1,1,1,1,1161.47481366351,7,9
2401198,13,30,1-13-2024-030-NM2,22,1,2,1,1,5,1161.47481366351,7,9
2401198,13,30,1-13-2024-030-NM2,22,1,3,1,1,10,1161.47481366351,7,9
2402080,11,53,1-11-2024-053-NM1,21,1,1,1,1,1,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,2,1,1,6,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,3,1,1,3,37.1071357763572,8,9
2401535,12,28,1-12-2024-028-NM2,22,1,1,1,1,2,249.68170357321,9,9
2401535,12,28,1-12-2024-028-NM2,22,1,2,1,1,5,249.68170357321,9,9
2405770,57,178,1-57-2024-178-NM2,22,1,3,1,1,10,167.365124450856,1,9
2405846,15,225,1-15-2024-225-NM2,22,1,1,1,1,3,31.8783964598429,1,9
2405846,15,225,1-15-2024-225-NM2,22,1,2,1,1,7,31.8783964598429,1,9
2405846,15,225,1-15-2024-225-NM2,22,1,3,1,1,10,31.8783964598429,1,9
2405595,52,55,1-52-2024-055-NM2,22,1,1,1,1,1,153.764846051201,12,9
2405595,52,55,1-52-2024-055-NM2,22,1,2,1,1,10,153.764846051201,12,9
2405854,29,101,1-29-2024-101-NM2,22,1,1,1,1,1,1234.79079181352,2,9
2405854,29,101,1-29-2024-101-NM2,22,1,2,1,1,10,1234.79079181352,2,9
2404045,81,98,1-81-2024-098-NM1,21,1,1,1,1,1,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,4,1,1,2,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,2,1,1,5,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,3,1,1,6,74.6147978501919,8,9
2405432,69,136,1-69-2024-136-NM1,21,1,1,2,2,2,7.66811372485411,8,9
2405432,69,136,1-69-2024-136-NM1,21,1,2,2,2,10,7.66811372485411,8,9
2401053,27,34,1-27-2024-034-NM2,22,1,2,1,1,7,32.7871735473087,3,9
2405263,81,135,1-81-2024-135-NM1,21,1,1,1,1,1,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,2,1,1,5,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,4,1,1,7,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,3,1,1,10,20.6268312285561,8,9
2405047,33,97,1-33-2024-097-NM1,21,1,1,1,1,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,2,1,1,2,55.4261582929793,12,9
2405420,30,185,1-30-2024-185-NM1,21,1,1,1,1,1,122.593345274421,10,9
2405420,30,185,1-30-2024-185-NM1,21,1,2,1,1,10,122.593345274421,10,9
2405047,33,97,1-33-2024-097-NM1,21,2,1,2,1,1,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,2,2,2,1,5,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,2,3,2,1,6,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,2,4,2,1,3,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,2,5,2,1,10,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,3,1,1,10,55.4261582929793,12,9
2400625,60,9,1-60-2024-009-NM1,21,1,2,1,1,5,140.53984277194,8,9
2405604,29,93,1-29-2024-093-NM1,21,1,1,1,1,1,118.587450301321,2,9
2405604,29,93,1-29-2024-093-NM1,21,1,2,1,1,5,118.587450301321,2,9
2405604,29,93,1-29-2024-093-NM1,21,1,3,1,1,6,118.587450301321,2,9
2405604,29,93,1-29-2024-093-NM1,21,1,4,1,1,10,118.587450301321,2,9
2405578,32,150,1-32-2024-150-NM1,21,1,1,1,1,1,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,2,1,1,5,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,3,1,1,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,4,1,1,10,61.8412176679644,7,9
2405111,15,197,1-15-2024-197-NM2,22,1,1,1,1,1,69.3276767334112,1,9
2405111,15,197,1-15-2024-197-NM2,22,1,2,1,1,10,69.3276767334112,1,9
2405732,29,96,1-29-2024-096-NM1,21,1,1,3,2,4,151.12126186189,2,9
2405732,29,96,1-29-2024-096-NM1,21,1,2,3,2,10,151.12126186189,2,9
2405648,14,114,1-14-2024-114-NM1,21,1,1,1,1,1,89.7759087557985,8,9
2405648,14,114,1-14-2024-114-NM1,21,1,2,1,1,5,89.7759087557985,8,9
2405648,14,114,1-14-2024-114-NM1,21,1,4,1,1,10,89.7759087557985,8,9
2405648,14,114,1-14-2024-114-NM1,21,1,3,1,1,3,89.7759087557985,8,9
2406239,57,194,1-57-2024-194-NM1,21,1,1,1,1,1,19.2604769426058,1,9
2406239,57,194,1-57-2024-194-NM1,21,1,2,1,1,10,19.2604769426058,1,9
2405729,82,163,1-82-2024-163-NM2,22,1,1,1,1,1,2077.73112331519,1,9
2405729,82,163,1-82-2024-163-NM2,22,1,2,1,1,10,2077.73112331519,1,9
2405856,82,164,1-82-2024-164-NM1,21,1,1,1,1,1,141.753382777396,1,9
2405856,82,164,1-82-2024-164-NM1,21,1,2,1,1,10,141.753382777396,1,9
2406194,82,169,1-82-2024-169-NM2,22,1,1,1,1,1,291.351098901355,1,9
2406194,82,169,1-82-2024-169-NM2,22,1,2,1,1,6,291.351098901355,1,9
2406194,82,169,1-82-2024-169-NM2,22,1,3,1,1,10,291.351098901355,1,9
2405677,69,143,1-69-2024-143-NM1,21,1,1,1,1,1,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,2,1,1,6,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,3,1,1,3,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,2,1,2,1,1,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,2,2,2,1,10,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,4,1,1,10,7.66811372485411,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,2,1,1,5,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,3,1,1,6,42.9814225528816,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,4,1,1,10,42.9814225528816,8,9
2405428,20,129,1-20-2024-129-NM1,21,1,1,3,1,1,35.0220589332575,11,9
2405428,20,129,1-20-2024-129-NM1,21,1,2,3,1,10,35.0220589332575,11,9
2405594,27,174,1-27-2024-174-NM2,22,1,1,1,1,1,41.6395308351094,3,9
2405594,27,174,1-27-2024-174-NM2,22,1,2,1,1,10,41.6395308351094,3,9
2405594,27,174,1-27-2024-174-NM2,22,2,1,2,1,1,41.6395308351094,3,9
2405594,27,174,1-27-2024-174-NM2,22,2,2,2,1,10,41.6395308351094,3,9
2405870,81,152,1-81-2024-152-NM1,21,1,1,1,1,1,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,2,1,1,3,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,3,1,1,6,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,4,1,1,10,20.2135532866767,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,1,1,1,1,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,2,1,1,5,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,3,1,1,2,37.1071357763572,8,9
2406343,11,191,1-11-2024-191-NM1,21,1,4,1,1,10,37.1071357763572,8,9
2405843,11,178,1-11-2024-178-NM2,22,1,1,1,1,3,142.256664296033,8,9
2405843,11,178,1-11-2024-178-NM2,22,1,2,1,1,10,142.256664296033,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,1,1,2,5,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,2,1,2,1,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,3,3,1,5,20.2135532866767,8,9
2406229,81,163,1-81-2024-163-NM1,21,1,4,3,1,10,20.2135532866767,8,9
2405444,17,180,1-17-2024-180-NM2,22,1,1,1,1,1,245.767819800364,4,9
2405444,17,180,1-17-2024-180-NM2,22,1,2,1,1,10,245.767819800364,4,9
2405941,11,180,1-11-2024-180-NM2,22,1,1,1,1,1,2346.62012709175,8,9
2405941,11,180,1-11-2024-180-NM2,22,1,2,1,1,5,2346.62012709175,8,9
2405941,11,180,1-11-2024-180-NM2,22,1,3,1,1,10,2346.62012709175,8,9
2405968,29,102,1-29-2024-102-NM1,21,1,1,2,1,10,46.066249775962,2,9
2405998,20,141,1-20-2024-141-NM1,21,1,1,1,1,1,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,2,1,1,5,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,3,1,1,6,35.0220589332575,11,9
2405998,20,141,1-20-2024-141-NM1,21,1,4,1,1,10,35.0220589332575,11,9
2404311,19,58,1-19-2024-058-NM1,21,1,1,1,1,1,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,3,1,1,10,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,2,1,1,3,58.1964149408969,9,9
2406091,32,158,1-32-2024-158-NM1,21,1,1,1,1,1,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,2,1,1,5,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,3,1,1,6,128.080968764564,7,9
2406091,32,158,1-32-2024-158-NM1,21,1,4,1,1,10,128.080968764564,7,9
2406001,81,158,1-81-2024-158-NM2,22,1,1,1,2,1,1666.588526805,8,9
2406001,81,158,1-81-2024-158-NM2,22,1,2,1,2,10,1666.588526805,8,9
2405968,29,102,1-29-2024-102-NM1,21,1,2,2,1,4,46.066249775962,2,9
2406110,22,186,1-22-2024-186-NM2,22,1,1,1,1,10,94.6557465142525,12,9
2405722,30,193,1-30-2024-193-NM2,22,1,1,1,1,3,2186.42290292287,10,9
2405722,30,193,1-30-2024-193-NM2,22,1,2,1,1,10,2186.42290292287,10,9
2406065,79,118,1-79-2024-118-NM1,21,1,1,1,1,5,131.970085856043,8,9
2406065,79,118,1-79-2024-118-NM1,21,1,2,1,1,10,131.970085856043,8,9
2405551,33,106,1-33-2024-106-NM1,21,1,1,1,1,1,41.0900179301514,12,9
2405551,33,106,1-33-2024-106-NM1,21,1,2,1,1,5,41.0900179301514,12,9
2405551,33,106,1-33-2024-106-NM1,21,1,3,1,1,6,41.0900179301514,12,9
2405551,33,106,1-33-2024-106-NM1,21,1,4,1,1,10,41.0900179301514,12,9
2406243,67,57,1-67-2024-057-NM2,22,1,1,1,1,10,280.830811465838,7,9
2406202,26,134,1-26-2024-134-NM1,21,1,1,2,2,10,112.32218986867,10,9
2406202,26,134,1-26-2024-134-NM1,21,2,1,3,2,10,112.32218986867,10,9
2406132,10,129,1-10-2024-129-NM1,21,1,1,1,1,3,31.3806248143146,4,9
2402198,11,55,1-11-2024-055-NM1,21,1,3,3,1,10,37.1071357763572,8,9
2406391,22,194,1-22-2024-194-NM1,21,1,1,1,1,5,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,1,2,1,1,1,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,1,3,1,1,6,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,1,4,1,1,10,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,2,1,2,1,5,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,2,2,2,1,6,23.3960835753343,12,9
2406391,22,194,1-22-2024-194-NM1,21,2,3,2,1,10,23.3960835753343,12,9
2405547,30,189,1-30-2024-189-NM1,21,2,4,2,1,6,33.3381262919494,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,1,2,1,1,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,2,2,1,5,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,1,3,2,1,10,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,2,1,1,1,1,29.2426811637843,10,9
2405977,26,132,1-26-2024-132-NM1,21,2,2,1,1,10,29.2426811637843,10,9
2406281,52,63,1-52-2024-063-NM2,22,1,1,1,1,10,99.7929570162416,12,9
2405730,26,128,1-26-2024-128-NM1,21,1,1,1,1,1,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,2,1,1,5,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,3,1,1,6,26.5232523906936,10,9
2405069,11,151,1-11-2024-151-NM1,21,1,2,1,1,10,37.1071357763572,8,9
2401535,12,28,1-12-2024-028-NM2,22,1,3,1,1,10,249.68170357321,9,9
2402267,31,43,1-31-2024-043-NM2,22,1,1,1,1,1,197.377933176122,6,9
2401665,24,37,1-24-2024-037-NM2,22,1,1,1,1,1,87.1884768897586,1,9
2401665,24,37,1-24-2024-037-NM2,22,1,2,1,1,5,87.1884768897586,1,9
2401665,24,37,1-24-2024-037-NM2,22,1,3,1,1,3,87.1884768897586,1,9
2401665,24,37,1-24-2024-037-NM2,22,1,4,1,1,10,87.1884768897586,1,9
2402254,26,62,1-26-2024-062-NM1,21,1,1,1,1,1,25.7030205312635,10,9
2402254,26,62,1-26-2024-062-NM1,21,1,2,1,1,5,25.7030205312635,10,9
2402254,26,62,1-26-2024-062-NM1,21,1,3,1,1,6,25.7030205312635,10,9
2402254,26,62,1-26-2024-062-NM1,21,1,4,1,1,10,25.7030205312635,10,9
2400831,77,28,1-77-2024-028-NM2,22,1,1,1,1,1,330.223105550016,9,9
2400831,77,28,1-77-2024-028-NM2,22,1,2,1,1,10,330.223105550016,9,9
2402260,26,63,1-26-2024-063-NM2,22,1,1,1,1,1,962.578555188656,10,9
2401180,32,41,1-32-2024-041-NM1,21,1,1,1,1,1,15.2268214619951,7,9
2401180,32,41,1-32-2024-041-NM1,21,1,2,1,1,10,15.2268214619951,7,9
2401183,22,34,1-22-2024-034-NM2,22,1,1,1,1,1,24.4305122731702,12,9
2401183,22,34,1-22-2024-034-NM2,22,1,2,1,1,10,24.4305122731702,12,9
2401143,30,39,1-30-2024-039-NM2,22,1,1,1,1,1,269.894765505706,10,9
2401143,30,39,1-30-2024-039-NM2,22,1,2,1,1,10,269.894765505706,10,9
2402256,21,45,1-21-2024-045-NM1,21,1,1,2,1,1,17.4486412062215,11,9
2401098,10,16,1-10-2024-016-NM1,21,1,1,1,1,1,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,1,2,1,1,7,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,1,3,1,1,10,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,2,1,2,1,1,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,2,2,2,1,6,31.3806248143146,4,9
2401098,10,16,1-10-2024-016-NM1,21,2,3,2,1,10,31.3806248143146,4,9
2401027,16,33,1-16-2024-033-NM2,22,1,1,1,1,1,439.019791611487,5,9
2401027,16,33,1-16-2024-033-NM2,22,1,2,1,1,10,439.019791611487,5,9
2402168,48,72,1-48-2024-072-NM2,22,1,1,1,1,1,76.3842355060005,12,9
2401146,20,28,1-20-2024-028-NM1,21,1,3,1,1,7,43.971490849978,11,9
2401146,20,28,1-20-2024-028-NM1,21,1,4,1,1,10,43.971490849978,11,9
2402080,11,53,1-11-2024-053-NM1,21,1,4,1,1,5,37.1071357763572,8,9
2402080,11,53,1-11-2024-053-NM1,21,1,5,1,1,10,37.1071357763572,8,9
2402995,27,96,1-27-2024-096-NM2,22,1,1,1,1,3,45.5428338265018,3,9
2402832,69,55,1-69-2024-055-NM1,21,1,1,1,1,1,7.66811372485411,8,9
2402832,69,55,1-69-2024-055-NM1,21,1,2,1,1,5,7.66811372485411,8,9
